name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Swift Dzire VDI,,600000.0,46507.0,Diesl,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2017.0,650000.0,70000.0,Diesl,Indvidual,Manual,
Chevrolet Spark 1.0 LS,2011.0,140000.0,60000.0,Petorl,Indivudal,Manual,Second Owner
Maruti Alto LXi,2011.0,150000.0,70000.0,Petrl,Indivudal,Manual,First Owner
Datsun GO Plus A Option Petrol,2018.0,450000.0,10000.0,Petorl,Indvidual,Manual,Second Owner
Hyundai Accent CRDi,2006.0,170000.0,245244.0,Deisel,Indvidual,Manual,Fourth & Above Owner
Renault KWID 1.0 RXT Optional,2017.0,400000.0,60000.0,Petorl,Indvidual,Manual,First Owner
Tata Tiago 1.2 Revotron XE,2016.0,300000.0,30000.0,Petrl,Indvidual,Manual,First Owner
Maruti Alto 800 Base,2012.0,250000.0,8000.0,Petrl,Indivudal,Manual,First Owner
Tata Tigor 1.2 Revotron XM,2019.0,500000.0,10000.0,Petrl,Indivudal,Manual,First Owner
,2002.0,85000.0,100000.0,Deisel,Indivudal,,Third Owner
Nissan Sunny Diesel XL,2012.0,300000.0,110000.0,Deisel,Indvidual,Manual,First Owner
Hyundai Santro GS,2005.0,80000.0,56580.0,Petrrol,Deelar,Manual,First Owner
Mahindra XUV500 AT W8 FWD,2015.0,740000.0,45000.0,Diesl,Dealerr,Automatic,First Owner
Hyundai Santro Xing XG,2005.0,70000.0,68500.0,Petorl,Dealerr,Manual,First Owner
Hyundai Santro Sportz AMT,2019.0,484999.0,5007.0,Petrl,Dealerr,Automatic,First Owner
Nissan Micra Active XV S,2013.0,164000.0,,Petrrol,Indivudal,Manual,First Owner
Honda City 1.5 V AT,2008.0,140000.0,70000.0,Petorl,Indvidual,Automatic,First Owner
Mercedes-Benz E-Class E250 CDI Elegance,2011.0,999000.0,49600.0,Deisel,Deelar,Automatic,First Owner
Maruti Alto LXI,2005.0,56000.0,23000.0,Petrl,Indvidual,Manual,Second Owner
BMW 7 Series 730Ld,2006.0,1050000.0,,Deisel,Dealerr,Automatic,First Owner
,2010.0,190000.0,38000.0,Petrl,Deelar,Manual,First Owner
,2018.0,3899000.0,22000.0,Deisel,Dealerr,Automatic,First Owner
Hyundai i10 Sportz 1.2,2011.0,235000.0,,Petrl,Dealerr,Manual,First Owner
,2017.0,350000.0,10171.0,Petrl,Deelar,Manual,First Owner
Renault Duster 110PS Diesel RxL,2015.0,465000.0,41123.0,Deisel,Deelar,Manual,First Owner
Toyota Camry Hybrid 2.5,2017.0,1900000.0,20118.0,Petrl,Deelar,Automatic,First Owner
Honda City i DTec SV,2014.0,450000.0,40000.0,Deisel,Deelar,,First Owner
Volkswagen Jetta 2.0L TDI Highline,2015.0,790000.0,52517.0,Deisel,Deelar,Manual,First Owner
Mahindra Marazzo M2 8Str,2019.0,900000.0,,None,None,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014.0,450000.0,99117.0,Diesl,Deelar,Manual,First Owner
Chevrolet Spark 1.0 LS,2009.0,135000.0,90000.0,Petorl,Indvidual,Manual,First Owner
Maruti Celerio ZXI MT BSIV,2019.0,425000.0,3700.0,Petorl,Indvidual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2010.0,,80000.0,Diesl,Indivudal,Manual,
Ford EcoSport 1.5 TDCi Titanium BSIV,2015.0,,100000.0,Diesl,Indvidual,Manual,Second Owner
Tata Indica Vista Aqua 1.4 TDI,2011.0,90000.0,54000.0,Deisel,Indivudal,,First Owner
Hyundai EON Era Plus,2017.0,250000.0,19000.0,Petorl,Indivudal,Manual,First Owner
Maruti Swift Dzire VDI,2014.0,300000.0,,Diesl,Indvidual,Manual,First Owner
Maruti Wagon R VXI BS IV,2014.0,275000.0,30000.0,Petrl,Indvidual,Manual,First Owner
Honda BRV i-VTEC V MT,2017.0,600000.0,43500.0,Petorl,None,Manual,First Owner
Renault KWID RXT,2016.0,270000.0,60000.0,Petrl,Indivudal,Manual,Second Owner
Renault KWID RXT Optional,2016.0,240000.0,70000.0,Petrl,Indivudal,Manual,Second Owner
Skoda Octavia Elegance 2.0 TDI AT,2014.0,1200000.0,135000.0,Diesl,Indivudal,Automatic,Third Owner
Chevrolet Beat Diesel LS,2012.0,160000.0,,Deisel,Indivudal,Manual,
Honda Jazz 1.5 VX i DTEC,2018.0,790000.0,19571.0,Deisel,Deelar,Manual,First Owner
Honda City i-VTEC ZX,2018.0,1200000.0,29600.0,None,Dealerr,Manual,First Owner
Maruti Swift LXI,2011.0,175000.0,70000.0,Petorl,Indivudal,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018.0,950000.0,15000.0,Diesl,Indivudal,Automatic,First Owner
Maruti Celerio LXI MT BSIV,2019.0,340000.0,50000.0,Petorl,Indvidual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017.0,825000.0,13500.0,Diesl,Indivudal,Manual,First Owner
Audi A4 30 TFSI Technology,2018.0,3100000.0,,Petrl,Indivudal,Automatic,First Owner
Honda Amaze VX Diesel BSIV,2018.0,,25000.0,Deisel,Dealerr,,First Owner
Toyota Corolla Altis 1.8 VL AT,2010.0,350000.0,80000.0,Petorl,Indivudal,Automatic,Third Owner
Honda Amaze VX Petrol BSIV,2018.0,690000.0,39000.0,Petrl,Dealerr,Manual,First Owner
,2016.0,245000.0,60000.0,Petrl,Indvidual,Manual,First Owner
Honda Amaze VX Diesel BSIV,2018.0,790000.0,49000.0,Diesl,Deelar,,First Owner
,2018.0,680000.0,48600.0,Petrl,Dealerr,Manual,First Owner
Hyundai Grand i10 Asta Option,2017.0,540000.0,,None,Indvidual,Manual,Second Owner
,2016.0,425000.0,25000.0,None,Indvidual,Manual,First Owner
Maruti Zen Estilo Sports,2008.0,140000.0,120000.0,None,Indivudal,Manual,First Owner
Maruti Ertiga ZDI Plus,,1100000.0,30000.0,Deisel,Indivudal,Manual,First Owner
Renault Lodgy 85PS RxL,2015.0,715000.0,35000.0,Deisel,None,Manual,First Owner
Maruti Swift VXI,2013.0,370000.0,90000.0,Petrl,Indivudal,Manual,First Owner
Hyundai Verna CRDi ABS,2007.0,175000.0,80000.0,Deisel,Indvidual,Manual,Second Owner
Mercedes-Benz E-Class 230,1998.0,1000000.0,35000.0,Petrl,None,Automatic,Second Owner
Maruti Alto 800 LXI,2013.0,92800.0,25000.0,Petrl,Indvidual,Manual,Second Owner
Tata Xenon XT EX 4X2,2014.0,291000.0,90000.0,Deisel,Indivudal,Manual,First Owner
Maruti Alto 800 LXI,2013.0,92800.0,25000.0,Petrrol,Indivudal,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2016.0,,,Petrrol,Indvidual,Manual,First Owner
Maruti Omni 5 Str STD,1998.0,65000.0,60000.0,Petrl,Deelar,Manual,
Maruti Swift Dzire VDI,2015.0,650000.0,58000.0,Diesl,Indvidual,Manual,First Owner
Maruti Wagon R LX BS IV,2014.0,350000.0,40000.0,Petrl,Deelar,Manual,First Owner
Maruti Wagon R LXI,,75000.0,,Petrl,Indvidual,Manual,Second Owner
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012.0,440000.0,70000.0,Diesl,Dealerr,Manual,First Owner
Hyundai Santro Xing GLS,2013.0,270000.0,60000.0,Petrl,Indivudal,Manual,First Owner
Toyota Innova 2.5 V Diesel 7-seater,2014.0,1150000.0,,Diesl,Dealerr,Manual,
,2015.0,,70000.0,Petorl,Deelar,Manual,First Owner
Mercedes-Benz B Class B180 Sports,2013.0,1100000.0,40000.0,Petrrol,Indvidual,Automatic,Second Owner
Mahindra XUV500 W10 2WD,2015.0,,75000.0,Diesl,Deelar,,Second Owner
Skoda Fabia 1.2L Diesel Ambiente,2010.0,260000.0,150000.0,Diesl,Indvidual,Manual,First Owner
Toyota Etios VD,2012.0,350000.0,140000.0,None,None,Manual,Third Owner
Toyota Etios Liva VD,2015.0,480000.0,,Diesl,Indivudal,Manual,First Owner
Toyota Etios Liva GD,2012.0,345000.0,137250.0,Deisel,Indvidual,Manual,Second Owner
Mahindra Scorpio M2DI,2013.0,500000.0,110000.0,None,Indivudal,Manual,Second Owner
,2017.0,595000.0,27000.0,Petrl,None,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,2019.0,1295000.0,9000.0,Deisel,Dealerr,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline BSIV,2019.0,1350000.0,5400.0,Diesl,None,Manual,Test Drive Car
,2020.0,541000.0,1000.0,Petrl,Deelar,Manual,Test Drive Car
Hyundai Santro Asta,2018.0,515000.0,16000.0,Petorl,Dealerr,Manual,First Owner
Ford Figo Aspire Titanium Plus Diesel,2019.0,894999.0,,Deisel,Deelar,Manual,Test Drive Car
Renault Pulse RxZ Optional,2012.0,325000.0,47000.0,Diesl,Deelar,Manual,First Owner
Maruti Ciaz 1.4 Alpha,2018.0,925000.0,22000.0,Petrrol,Indivudal,Manual,First Owner
,2017.0,844999.0,30000.0,Petrrol,Indvidual,Manual,First Owner
Maruti Ciaz 1.4 Alpha,2018.0,,20000.0,Petorl,Indivudal,Manual,First Owner
Tata Manza Club Class Quadrajet90 LX,2013.0,300000.0,60000.0,None,Indvidual,,First Owner
Toyota Camry M/t,2008.0,650000.0,75000.0,Petrrol,Indivudal,Manual,Second Owner
Maruti Alto K10 LXI,2010.0,175000.0,64000.0,Petrl,Dealerr,Manual,First Owner
Maruti SX4 S Cross DDiS 320 Delta,2015.0,,80000.0,Diesl,Indvidual,Manual,First Owner
Renault Duster 85PS Diesel RxZ,2017.0,600000.0,90000.0,Diesl,Indivudal,Manual,First Owner
Maruti Swift ZXI Plus,2018.0,700000.0,30000.0,Petrrol,Indvidual,Manual,First Owner
Toyota Corolla H3,2003.0,95000.0,120000.0,Petrrol,None,Automatic,Second Owner
Maruti Celerio ZXI,2019.0,490000.0,20000.0,Petrl,Deelar,Manual,First Owner
Tata Safari DICOR 2.2 EX 4x2,2013.0,380000.0,100000.0,Diesl,Indivudal,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018.0,550000.0,31000.0,Petorl,Deelar,Manual,First Owner
Maruti Alto 800 LXI,2013.0,225000.0,47000.0,Petrrol,Deelar,Manual,First Owner
Tata Nexon 1.2 Revotron XM,2018.0,570000.0,11200.0,Petrl,Indvidual,Manual,First Owner
Maruti Alto 800 LXI,2018.0,305000.0,35000.0,Petrrol,Deelar,Manual,First Owner
Maruti Wagon R Duo Lxi,2010.0,240000.0,50000.0,LPG,Dealerr,Manual,First Owner
Maruti Ertiga SHVS VDI,2015.0,700000.0,55000.0,Deisel,Deelar,Manual,First Owner
Maruti Omni E MPI STD BS IV,2018.0,288000.0,20000.0,Petrl,None,Manual,First Owner
Mahindra Bolero B4,2017.0,800000.0,75000.0,Deisel,Dealerr,Manual,First Owner
Maruti Celerio VXI,2017.0,,93000.0,Petorl,Dealerr,Manual,First Owner
Chevrolet Beat Diesel LT Option,2009.0,195000.0,57000.0,Diesl,Deelar,Manual,Second Owner
Maruti Eeco Smiles 5 Seater AC,2014.0,,30000.0,Petrl,Deelar,Manual,First Owner
Renault Duster 85PS Diesel RxE,2013.0,450000.0,73000.0,Deisel,Dealerr,Manual,First Owner
Maruti Swift Dzire VDI,2016.0,630000.0,65000.0,Deisel,Dealerr,Manual,First Owner
Maruti Swift 1.3 VXi,2009.0,250000.0,62000.0,Petrrol,Dealerr,Manual,Second Owner
Hyundai Santro GLS I - Euro II,2007.0,135000.0,85000.0,Petrl,Deelar,Manual,First Owner
Chevrolet Spark 1.0 PS,2010.0,110000.0,73000.0,Petrrol,Indvidual,Manual,First Owner
Maruti Swift ZDi,2012.0,350000.0,55000.0,None,Deelar,Manual,First Owner
Maruti Omni E MPI STD BS IV,2016.0,,5800.0,Petrl,Indivudal,Manual,Second Owner
Toyota Innova 2.5 V Diesel 8-seater,2009.0,350000.0,350000.0,Deisel,Indivudal,Manual,First Owner
Maruti Swift ZXI Plus,2018.0,600000.0,30000.0,Petrl,Indvidual,Manual,First Owner
Maruti Swift Dzire VDI,2018.0,750000.0,20000.0,Diesl,Indivudal,Manual,First Owner
,,270000.0,20000.0,Petrl,Indivudal,Manual,First Owner
Maruti Alto LXi,2007.0,90000.0,100000.0,Petorl,Indvidual,Manual,Second Owner
Maruti Wagon R Stingray VXI,2013.0,350000.0,65000.0,Petrl,Indvidual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013.0,285000.0,90000.0,Deisel,Indivudal,Manual,Second Owner
Toyota Innova 2.5 E Diesel MS 7-seater,2011.0,665000.0,267000.0,Diesl,Indvidual,Manual,Second Owner
Mahindra Scorpio 2.6 CRDe,2005.0,175000.0,250000.0,Diesl,None,Manual,Second Owner
Mahindra Xylo D2,2011.0,350000.0,140000.0,Diesl,Indivudal,Manual,Second Owner
Honda City i-VTEC CVT ZX,2018.0,1225000.0,22000.0,Petrrol,Deelar,Automatic,First Owner
Honda Jazz Select Edition Active,2010.0,285000.0,60000.0,Petorl,Deelar,Manual,Second Owner
Honda City i-VTEC VX,2018.0,1000000.0,28635.0,Petrl,Deelar,Manual,First Owner
Honda Amaze VX Diesel BSIV,2018.0,780000.0,,Deisel,Deelar,Manual,First Owner
Maruti Celerio VXI,2014.0,300000.0,82000.0,Petrl,None,Manual,Second Owner
Maruti Swift VXI BSIII,2006.0,160000.0,95149.0,Petrl,Deelar,Manual,Second Owner
Honda Amaze VX i-VTEC,2018.0,625000.0,68458.0,Petrl,Deelar,Manual,
Maruti Ritz VXi,2010.0,265000.0,42000.0,Petrl,Indivudal,Manual,First Owner
Honda City i DTEC V,2014.0,,90000.0,None,Indvidual,Manual,Second Owner
,2016.0,210000.0,30000.0,Petorl,Indvidual,Manual,First Owner
Maruti Alto LXi,,140000.0,80000.0,Petrrol,Indvidual,Manual,Second Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015.0,940000.0,,Diesl,Indivudal,Manual,First Owner
Nissan Terrano XV Premium 110 PS,2013.0,750000.0,80000.0,Diesl,Indivudal,Manual,First Owner
,2016.0,610000.0,,Diesl,Indvidual,,First Owner
,2015.0,450000.0,50000.0,Deisel,Indivudal,Manual,First Owner
Toyota Etios Liva GD,2012.0,409999.0,,Deisel,Indivudal,Manual,First Owner
Hyundai EON 1.0 Era Plus,2018.0,100000.0,21302.0,Petrl,Indivudal,Manual,First Owner
,2016.0,650000.0,100000.0,Deisel,Indivudal,Manual,First Owner
Mahindra TUV 300 T8,2017.0,650000.0,80000.0,Deisel,Indivudal,Manual,First Owner
Hyundai Getz 1.3 GLS,2010.0,150000.0,105546.0,None,Indvidual,,First Owner
Toyota Etios Liva 1.2 V,2018.0,500000.0,10000.0,Petrl,Indivudal,Manual,First Owner
Toyota Innova 2.5 GX 7 STR BSIV,2012.0,1000000.0,80000.0,Diesl,Indvidual,Manual,Second Owner
Hyundai i20 Magna Optional 1.2,2013.0,340000.0,35000.0,Petorl,Indivudal,Manual,First Owner
Hyundai Elite i20 Asta Option BSIV,2019.0,800000.0,11240.0,Petrrol,None,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2013.0,1010000.0,120000.0,Deisel,Indivudal,Manual,First Owner
Toyota Etios GD,2011.0,350000.0,120000.0,Diesl,Indivudal,Manual,Third Owner
Maruti Swift VDI BSIV,2016.0,595000.0,70000.0,Diesl,Indivudal,Manual,
Mahindra Scorpio VLX 2WD BSIV,2014.0,700000.0,130000.0,Deisel,Indvidual,Manual,Third Owner
Renault KWID RXL,2019.0,,40000.0,Petrrol,Indvidual,Manual,First Owner
Maruti Alto K10 VXI,2015.0,320000.0,60000.0,None,Indivudal,Manual,Second Owner
Honda City 1.5 S MT,2011.0,310000.0,110000.0,Petrrol,Indivudal,Manual,First Owner
Honda City i DTEC VX,2014.0,700000.0,130000.0,Diesl,Indvidual,Manual,First Owner
Maruti Alto LXi BSIII,2009.0,130000.0,80000.0,Petrl,Indvidual,Manual,Second Owner
Maruti Swift Dzire VDi,2009.0,150000.0,,Diesl,Indvidual,Manual,Second Owner
Honda Amaze E i-Dtech,2015.0,300000.0,104000.0,Diesl,Indivudal,Manual,Second Owner
Maruti Swift Dzire LXi,,150000.0,100000.0,Petrrol,Indivudal,Manual,Second Owner
Honda City 1.3 EXI,2003.0,120000.0,132343.0,Petrrol,Indvidual,,
Hyundai Creta 1.4 CRDi S Plus,2016.0,950000.0,90000.0,Deisel,Indivudal,Manual,Second Owner
Maruti Wagon R VXI BS IV,2007.0,100000.0,60000.0,Petorl,Indvidual,Manual,Second Owner
Honda Jazz 1.5 SV i DTEC,2015.0,450000.0,76000.0,Deisel,Indvidual,Manual,First Owner
Maruti 800 EX,2004.0,,60000.0,Petorl,Indvidual,Manual,Third Owner
Mahindra Renault Logan 1.6 Petrol GLSX,2009.0,200000.0,30000.0,Petrrol,Indivudal,Manual,Second Owner
Tata Indigo LS,2010.0,250000.0,96000.0,Diesl,Indivudal,Manual,Second Owner
Mahindra Marazzo M8 8Str,2018.0,1300000.0,10000.0,None,None,Manual,First Owner
,2017.0,425000.0,36000.0,Deisel,Dealerr,Manual,First Owner
Honda Amaze VX O iDTEC,2017.0,550000.0,12997.0,Diesl,Dealerr,Manual,First Owner
Maruti Ciaz 1.4 AT Zeta,2017.0,500000.0,,Petorl,Indivudal,Automatic,First Owner
Hyundai Verna CRDi 1.6 SX Option,2018.0,1150000.0,26430.0,Deisel,Dealerr,Manual,First Owner
Maruti Swift 1.3 VXI ABS,2015.0,475000.0,24600.0,Petrl,Deelar,Manual,First Owner
Maruti Wagon R LXI,2011.0,260000.0,,Petrl,Dealerr,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013.0,350000.0,100000.0,Petorl,Indivudal,Manual,First Owner
Mahindra XUV500 W8 2WD,2013.0,750000.0,41988.0,Diesl,Deelar,Manual,First Owner
Maruti Wagon R LXI,2009.0,180000.0,30375.0,Petorl,Deelar,Manual,First Owner
Renault KWID Climber 1.0 AMT BSIV,2017.0,350000.0,7658.0,Petrl,Dealerr,Automatic,First Owner
Maruti Swift Dzire VDI,2017.0,611000.0,34400.0,Deisel,Dealerr,Manual,
Renault KWID RXL BSIV,2017.0,325000.0,18500.0,Petrrol,Deelar,Manual,First Owner
Maruti Alto VXi,,280000.0,26134.0,Petrrol,Deelar,Manual,First Owner
Maruti Wagon R AMT VXI,2014.0,300000.0,28942.0,Petrrol,Deelar,Automatic,
Mahindra XUV500 W8 2WD,2012.0,711000.0,53600.0,Deisel,Dealerr,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,851000.0,53652.0,Deisel,None,Manual,First Owner
Maruti Ritz VDi,2011.0,,52895.0,Deisel,Dealerr,Manual,First Owner
Hyundai Verna SX Diesel,2013.0,550000.0,42324.0,Diesl,Deelar,Manual,Second Owner
Mahindra XUV500 W10 1.99 mHawk,2016.0,1044999.0,65000.0,Deisel,Deelar,Manual,First Owner
,2012.0,550000.0,60236.0,Diesl,Deelar,Manual,First Owner
Maruti Wagon R VXI BS IV,2014.0,210000.0,70000.0,Petrl,Indivudal,Manual,Second Owner
Maruti Wagon R VXI BS IV,2014.0,210000.0,70000.0,Petrl,Indivudal,Manual,
Mahindra Xylo E8,2009.0,,100000.0,Deisel,Indvidual,Manual,Second Owner
Fiat 500 Lounge,,250999.0,110000.0,Deisel,Indvidual,Manual,First Owner
Renault Triber RXT BSIV,,600000.0,10300.0,Petrrol,Indivudal,Manual,First Owner
Fiat Grande Punto EVO 1.3 Active,2014.0,270000.0,120000.0,Diesl,Indvidual,Manual,Second Owner
Tata New Safari 4X4 EX,2012.0,550000.0,142000.0,Diesl,Indivudal,Manual,First Owner
Mahindra TUV 300 mHAWK100 T8,2017.0,800000.0,25000.0,Deisel,Indivudal,Manual,First Owner
Tata Altroz XE,2020.0,500000.0,5000.0,Petrl,Indvidual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX,2016.0,535000.0,,Deisel,Indvidual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016.0,396000.0,,Petorl,Deelar,Manual,First Owner
Honda City i DTEC VX,2014.0,600000.0,50000.0,Deisel,Indvidual,Manual,First Owner
Maruti Wagon R ZXI 1.2,2019.0,575000.0,30000.0,Petrl,Deelar,Manual,First Owner
Hyundai Santro Sportz BSIV,2020.0,520000.0,5000.0,Petrrol,Indvidual,Manual,First Owner
Mahindra XUV500 AT W10 FWD,2018.0,1400000.0,30000.0,Diesl,Indvidual,Automatic,First Owner
Maruti Baleno Delta Automatic,2018.0,600000.0,7600.0,Petrl,Indivudal,Automatic,First Owner
Chevrolet Beat Diesel LS,2013.0,195000.0,47253.0,Deisel,Deelar,Manual,First Owner
Maruti Alto K10 VXI AGS,2015.0,281000.0,4432.0,None,Deelar,Automatic,Second Owner
Tata Indica GLS BS IV,2010.0,,110000.0,Petrrol,None,Manual,Second Owner
Hyundai Grand i10 Sportz,2014.0,400000.0,25000.0,Petrl,Indivudal,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2009.0,93000.0,70000.0,None,Indvidual,Manual,
Hyundai i20 Active S Petrol,2016.0,560000.0,68523.0,Petrl,Dealerr,Manual,First Owner
Hyundai EON 1.0 Era Plus,2019.0,400000.0,5000.0,Petrl,Indvidual,Manual,
Tata Tigor 1.2 Revotron XT,2018.0,459999.0,40000.0,Petrl,Indivudal,Manual,First Owner
Hyundai Xcent 1.2 CRDi E,2017.0,450000.0,43000.0,None,Indivudal,Manual,First Owner
Maruti Alto Green LXi (CNG),2010.0,88000.0,80251.0,CNG,Deelar,Manual,Second Owner
Hyundai i20 1.2 Era,2010.0,250000.0,34500.0,Petorl,Indvidual,,Second Owner
Ford Ikon 1.4 ZXi,2000.0,22000.0,42743.0,Petrl,Deelar,Manual,Third Owner
Chevrolet Beat Diesel LS,2013.0,130000.0,,None,Indvidual,Manual,Second Owner
Maruti Zen VXi - BS III,2004.0,79000.0,80000.0,Petrl,Indivudal,Manual,First Owner
Chevrolet Beat Diesel LS,2012.0,120000.0,110000.0,Deisel,None,Manual,First Owner
BMW 7 Series 730Ld,2011.0,,100000.0,Diesl,Indivudal,Automatic,Second Owner
Chevrolet Optra Magnum 2.0 LT,2012.0,300000.0,,Deisel,Indvidual,Manual,First Owner
Chevrolet Optra Magnum 2.0 LT,2012.0,300000.0,25000.0,Deisel,Indivudal,Manual,First Owner
Maruti A-Star Lxi,2009.0,145000.0,25000.0,Petrl,Indvidual,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2019.0,3200000.0,20000.0,Diesl,Indvidual,Automatic,First Owner
Chevrolet Spark 1.0 LT,2013.0,240000.0,10000.0,Petrl,Indvidual,,First Owner
Honda WR-V i-DTEC VX,2018.0,700000.0,30000.0,Diesl,Indivudal,Manual,First Owner
Hyundai Accent GLX,2010.0,145000.0,110000.0,Petrl,Indivudal,Manual,Second Owner
Maruti Ertiga VDI Limited Edition,2014.0,535000.0,80000.0,Diesl,Indvidual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2 Plus,2016.0,420000.0,21000.0,Petrrol,Indvidual,Manual,First Owner
Maruti Alto K10 VXI,2016.0,350000.0,20000.0,Petrrol,Indivudal,Manual,First Owner
,2015.0,550000.0,32000.0,Deisel,Indvidual,Manual,First Owner
Mitsubishi Montero 3.2 MT,2007.0,750000.0,180000.0,Diesl,Indvidual,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012.0,198000.0,70000.0,Deisel,Indivudal,Manual,Second Owner
Hyundai i20 Magna Optional 1.4 CRDi,2013.0,420000.0,50000.0,Diesl,Indivudal,Manual,First Owner
Hyundai i20 Magna Optional 1.4 CRDi,,420000.0,50000.0,Diesl,Indivudal,Manual,First Owner
Ford Endeavour 4x2 XLT,2004.0,195000.0,120000.0,Deisel,Indvidual,Manual,First Owner
,2012.0,150000.0,55766.0,Petrrol,Indvidual,Manual,Second Owner
Nissan Micra XL,2011.0,275000.0,40000.0,Petrl,Indvidual,Manual,Second Owner
Maruti 800 Std,2001.0,65000.0,60000.0,Petrrol,Indivudal,Manual,Third Owner
Maruti Swift LXi BSIV,2008.0,200000.0,50000.0,None,Indivudal,,First Owner
Maruti Swift Dzire VDi,2010.0,250000.0,110000.0,Deisel,Indivudal,,Second Owner
Renault Duster 85PS Diesel RxL,2013.0,450000.0,1000.0,Deisel,Dealerr,Manual,Second Owner
Maruti Ignis 1.3 Delta,2018.0,590000.0,,Deisel,Deelar,Manual,First Owner
Maruti SX4 Vxi BSIV,2012.0,225000.0,110000.0,Petrrol,Indvidual,Manual,Second Owner
Tata Indigo CS LX (TDI) BS-III,2015.0,225000.0,68745.0,Diesl,Deelar,Manual,First Owner
Maruti Alto 800 LXI,2006.0,165000.0,132000.0,Petorl,Indvidual,Manual,First Owner
Mahindra Bolero Power Plus SLX,2019.0,860000.0,35000.0,Diesl,Indivudal,Manual,First Owner
Mahindra XUV500 W6 2WD,2016.0,900000.0,47000.0,Deisel,Indvidual,Manual,First Owner
,2013.0,,,Deisel,Indvidual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2010.0,100000.0,80000.0,Diesl,None,Manual,First Owner
Hyundai Santro Xing XL eRLX Euro III,2006.0,100000.0,40000.0,Petrl,Indvidual,Manual,Second Owner
Maruti Alto K10 VXI AGS,2017.0,375000.0,27289.0,None,Dealerr,Automatic,First Owner
Tata Tiago XZA AMT,2018.0,525000.0,10980.0,Petrl,Deelar,Automatic,First Owner
,2016.0,,,Petrl,Deelar,Manual,First Owner
Maruti Swift Dzire VDI,2013.0,525000.0,37000.0,Deisel,Dealerr,Manual,First Owner
Nissan Evalia XV,2014.0,650000.0,28245.0,Deisel,Dealerr,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Sportz Option,2017.0,575000.0,27005.0,Deisel,Dealerr,Manual,
Hyundai i10 Magna,2014.0,355000.0,39227.0,Petrl,Dealerr,Manual,First Owner
Mahindra KUV 100 D75 K4 Plus 5Str,2016.0,470000.0,31367.0,Deisel,Deelar,Manual,First Owner
Maruti Wagon R LXI,2008.0,221000.0,35008.0,Petrl,Deelar,Manual,First Owner
Hyundai Santro Xing GLS,2009.0,,27005.0,Petorl,Dealerr,,First Owner
Maruti Zen VX,2001.0,85000.0,86000.0,Petrrol,Indvidual,Manual,Second Owner
Maruti Swift VDI,2013.0,400000.0,50000.0,Deisel,Indivudal,Manual,First Owner
Maruti Baleno Delta 1.3,2017.0,650000.0,20000.0,None,Indvidual,Manual,First Owner
Hyundai i10 Magna 1.2,2010.0,400000.0,50000.0,Petrrol,Indvidual,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2012.0,-4500,80000.0,Deisel,Indivudal,Manual,Second Owner
Maruti Omni LPG STD BSIV,2006.0,60000.0,135000.0,LPG,Indvidual,Manual,Fourth & Above Owner
Maruti Zen D PS,2003.0,110000.0,120000.0,Diesl,Indvidual,Manual,Third Owner
Fiat Linea 1.3 Multijet Emotion,2015.0,550000.0,113600.0,Diesl,Indivudal,Manual,First Owner
,2008.0,190000.0,70000.0,Petrl,Indvidual,Manual,Third Owner
Ford Aspire Titanium Plus Diesel BSIV,2018.0,861999.0,20000.0,Deisel,Dealerr,Manual,First Owner
Ford Aspire Titanium Plus BSIV,2018.0,782000.0,14000.0,Petorl,Deelar,Manual,First Owner
Ford Freestyle Titanium Plus Diesel BSIV,2018.0,836000.0,26000.0,Deisel,Deelar,Manual,First Owner
Honda City i VTEC V,2016.0,696000.0,138925.0,Petrrol,Dealerr,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2016.0,596000.0,121764.0,Deisel,Deelar,Manual,First Owner
